NUMBER	NAME	KINGDOM	PHYLUM	SUBPHYLUM	CLADE	SUBCLADE	ORDER	SUBORDER	FAMILY	IMAGES	TEXT	
500	SEISONIDA	GNATHIFERA	SYNDERMATA	ROTIFERA		SEISONIDA					Seisonida contains only two species, which are sometimes considered to be rotifers. Both species are ectoparasites on the carapace of the primitive malacostracan crustacean Nebalia, They feed on debris and the eggs of the host. Both belong to the genus Seison and, although they share many characteristics with rotifers, there are important differences. Seisonids, at about 3 mm, are very large in comparison with rotifers, which are usually less then 0.5 mm. The corona is reduced to a few clusters of bristles and, unlike that of rotifers, does not function in feeding or locomotion. The mastax is aberrant and difficult to compare with those of rotifers. It is fulcrate, a type unique to seisonids, and its trophi are difficult to homologize with those of rotifers. It apparently consists of a large fulcrum, two manubria, and several small trophi.	
501	ACANTHOCEPHALA	GNATHIFERA	SYNDERMATA	ROTIFERA		ACANTHOCEPHALA					Acanthocephala (spinyheaded worms) is a taxon of some 1150 species of derived, relatively large, parasitic, wormlike gnathiferans. The body cavity is a spacious hemocoel, there is no gut, and many tissues are syncytial and eutelic. Food is absorbed across the epidermis and distributed by a unique intraepidermal lacunar system. All are endoparasites and require two hosts to complete the life cycle. The larvae are parasitic in arthropods and the adults live in the digestive tract of vertebrates, especially fishes. The cylindrical adult body is elongate and composed of a trunk and a short, anterior, spiny, retractable proboscis (introvert) joined to the trunk by a neck.	
502	ARCHIACANTHOCEPHALA	GNATHIFERA	SYNDERMATA	ROTIFERA		ARCHIACANTHOCEPHALA					Bird and mammal parasites; intermediate hosts are centipedes, millipedes, insects. Main lacunar canals are dorsal and ventral. Two ligament sacs, which break down in reproductive females. Protonephridia present in one family. Macracanthorhynchus, Mediorhynchus, Moniliformis, Oligacanthorhynchus, Prosthenorchis.	
503	EOACANTHOCEPHALA	GNATHIFERA	SYNDERMATA	ROTIFERA		EOACANTHOCEPHALA					Parasites of fishes, amphibians, reptiles; crustaceans are intermediate hosts. Main lacunar canals are dorsal and ventral. Two ligament sacs, which persist in reproductive females. Neoechinorhynchus.	
504	PALAECANTHOCEPHALA	GNATHIFERA	SYNDERMATA	ROTIFERA		PALAECANTHOCEPHALA					The largest, most diverse taxon.Parasites of all vertebrate classes; intermediate hosts usually are crustaceans. Main lacunar canals are lateral. One ligament sac, which breaks down in reproductive females. Acanthocephalus, Echinorhynchus, Leptorhynchoides, Polymorphous.	
505	LOXOSOMATIDAE	KAMPTOZOA	LOXOSOMATIDAE								Most are commensal with marine invertebrates. Anus is elevated above the floor of the atrium by a tall anal cone. Protonephridia with separate nephridiopores are present. Loxomespilon, Loxosoma, Loxosomella.	
506	LOXOKALYPODIDAE	KAMPTOZOA	LOXOSOMATIDAE								Monotypic family. Solitary. Musculature extends uninterrupted between the calyx and stalk. Star cell complex and septum are absent. Loxokalypus.	
507	PEDICELLINIDAE	KAMPTOZOA	LOXOSOMATIDAE								No anal cone; anus and mouth are on the floor of the atrium. Blood is circulated by contractile cells. Protonephridia share a common nephridiopore. Unsegmented stalk and its longitudinal muscles are continuous. Larvae undergo a complex metamorphosis after settling. Myosoma, Pedicellina, Pedicellinopsis, Sangavella.	
508	BARENTSIIDAE	KAMPTOZOA	LOXOSOMATIDAE								Anal cone is lacking. Blood is circulated by contractile cells. Protonephridia have a common nephridiopore. Stalk is divided into segments. Proximal and distal segments are muscular, but intervening segments lack muscles. Ascopodaria, Barentsia, Urnatella.	
509	PHORONIDA	LOPHOPHORATA	PHORONIDA								Phoronida consists of only two genera, Phoronis and Phoronopsis, and 14 species of wormlike, sessile, benthic animals found only in the sea. Externally they are bilaterally symmetrical, but internally they are asymmetrical with left-side dominance. Phoronids live in secreted chitinous tubes buried in sand or attached to rocks, shells, and other objects in shallow water. Some have bright green lophophores. A few species, such as the primitive Phoronis ovalis, bore into mollusc shells or calcareous rock. Phoronis vancouverensis along the Pacific coast of North America often forms masses of intertwined individuals. Phoronids are 2 to 20 cm in length but only 1 to 2 mm in diameter, making them exceedingly slender. Most are found in the relatively shallow water of the continental shelves.	
510	PHORONIS	LOPHOPHORATA	PHORONIDA		PHORONIS						The body has two sections, each with its own coelom. There is a specialist feeding structure, the lophophore, which is an extension of the wall of the coelom and is surrounded by tentacles. Actinotrocha.	
511	PHORONOPSIS	LOPHOPHORATA	PHORONIDA		PHORONOPSIS						Like other phoronids, members of this genus are benthic filter feeders with a worm-like body encased in a loosely fitting chitinous tube. The tube is buried in the substrate, and the worm is anchored to the tube by an ampulla, the swollen part of its abdomen.	
512	BRACHIOPODA	LOPHOPHORATA	BRACHIOPODA								Brachiopods are commonly known as lamp shells because their shells sometimes resemble ancient Roman oil lamps. More importantly, these animals also resemble bivalve molluscs in being suspension feeders with a mantle, mantle cavity, and bivalved calcareous shell. In fact, until the middle of the 19th century they were thought to be molluscs. The resemblance to clams, though striking, is superficial, and brachiopods are now placed in their own taxon far removed from Mollusca. In both taxa, two mineralized valves enclose a soft body, but in brachiopods the valves are dorsal and ventral where as in bivalve molluscs they are right and left.	
513	INARTICULATA	LOPHOPHORATA	BRACHIOPODA		INARTICULATA						Possibly not monophyletic. Hinge is simple; valves are held together only by muscles and connective tissue; no hinge teeth or sockets. Valves are closed by direct muscular action, opened by hydrostatic coelomic pressure. Valve musculature is complex. Gut is complete, U-shaped, includes an anus. No brachidia from the dorsal valve support the lophophore. development is direct; larva resembles a tiny adult, with a bivalve mantle and body lobe.	
514	LINGULIDA	LOPHOPHORATA	BRACHIOPODA		LINGULIDA						Burrow in soft sediments. Have hemerythrin as respiratory pigment. Most have a chitinophosphate shell; the periostracum has chitin. Anus is on the right. Lingula, Glottidia.	
515	DISCINIDA	LOPHOPHORATA	BRACHIOPODA		DISCINIDA						Attach to hard surfaces with a short pedicle. Discina, Discinisca.	
516	CRANIIDA	LOPHOPHORATA	BRACHIOPODA		CRANIIDA						Pedicle is absent; ventral valve attaches directly to the hard substratum. Shell is calcareous; periostracum contains chitin. Anus is on posterior mid line. Crania, Neocrania.	
517	ARTICULATA	LOPHOPHORATA	BRACHIOPODA		ARTICULATA						Complex hinge with interlocking teeth and sockets. Calcite (calcium carbonate) shell. Periostracum lacks chitin. Dorsal valve usually has calcareous brachidia to support the lophophore. Shell is opened and closed by direct action of the adductor and abductor muscles. The pedicle, when present, is supported by connective tissue. Gut ends blindly; anus is absent. Larva has three body regions: body, mantle, and pedicle lobes. Most attach to hard substrates but some (such as Chlidonophora) anchor in soft sediments with a branching root like pedicle.	
518	TEREBRATULIDA	LOPHOPHORATA	BRACHIOPODA		TEREBRATULIDA						The most abundant Recent brachiopods. Brachidium is a complex loop. Argyrotheca, Calloria, Chlidonophora, Gryphus, Gwynia, Lacazella, Liothyrella, Megathyris, Neothyris, Pajaudina, Terebratalia, Terebratella, Terebratula, Terebratulina, Thecidellina.	
519	RHYNCHONELLIDA	LOPHOPHORATA	BRACHIOPODA		RHYNCHONELLIDA						Brachidia are simple, a strongly convex shell, and two pairs of metanephridia. Hemithyris, Notosaria.	
520	BRYOZOA	LOPHOPHORATA	BRYOZOA								Bryozoa (= Ectoprocta, Polyzoa, “moss animals”), with approximately 5000 living species, is the largest, best known, and most widespread of the lophophorate taxa. Bryozoans are benthic and colonial, with most species living attached to firm substrata, but one genus is solitary and a few form motile colonies. The colonies, which do not look much like animals, may be large, but each is composed of numerous tiny zooids that are unmistakably animal-like.	
521	PHYLACTOLAEMATA	LOPHOPHORATA	BRYOZOA		PHYLACTOLAEMATA						Exclusively in fresh water. Widely distributed in lakes, reservoirs, and streams without excessive mud or silt. Many species (such as Fredericella sultana and Plumatella repens) are cosmopolitan. Zooids are cylindrical, the lophophore is horseshoe-shaped (except Fredericella). An epistome is present.	
522	GYMNOLAEMATA	LOPHOPHORATA	BRYOZOA		GYMNOLAEMATA						Colonies are polymorphic. Zooids are cylindrical or flattened. Body wall may be calcified or not. Lophophore is circular. Epistome is absent. Intrinsic body-wall musculature is absent. Almost entirely marine.	
523	CLYCLOSTOMATA	LOPHOPHORATA	BRYOZOA		CLYCLOSTOMATA						Entirely marine. Mesothelium separated from body wall to form a membranous coelomic sac. Large, spacious hemocoel is continuous with that of adjacent zooids. These are tubular zooids with calcified walls that are fused with those of adjacent zooids. Orifices are circular and terminal. Lophophore protrusion is dependent on muscular deformation of the membranous sac, not the body wall. Crisia, Lichenopora, Stomatopora, Tubulipora.	
524	EURYSTOMATA	LOPHOPHORATA	BRYOZOA		EURYSTOMATA						Body wall lacks muscles. Lophophore protrusion depends on body-wall deformation. Interzooidal pores are plugged with cellular rosettes and have an associated funicular system.	
525	CTENOSTOMATA	LOPHOPHORATA	BRYOZOA		CTENOSTOMATA						Stolonate or compact colonies. Zooecium is non calcified membranous, chitinous, or gelatinous. Orifice usually is terminal. No operculum is present.	
526	STOLONIFERA	LOPHOPHORATA	BRYOZOA		STOLONIFERA						Colonies consist of branching stolons with solitary or clustered vase-shaped zooids. Ancestrula develops stolons from which autozooids arise. Zooids bud from the stolon, not from each other. Amathia, Aeverrillia, Bowerbankia, Zoobotryon, Walkeria.	
527	CARNOSA	LOPHOPHORATA	BRYOZOA		CARNOSA						Ancestrula produces zooids, which then produce more zooids; zooids bud from other zooids, not from stolons. Zooids are flat, not circular, in cross section. Colonies may be compact or diffuse. Alcyonidium, Flustrellidra, Monobryozoon, Paludicella (freshwater).	
528	CHEILOSTOMATA	LOPHOPHORATA	BRYOZOA		CHEILOSTOMATA						Most recent bryozoans are cheilostomes. Colonies are composed of contiguous boxlike zooids with separate calcareous walls. Orifice has an operculum (lost in Bugula). Avicularia, vibracula, or both may be present. Eggs typically are brooded in ovicells.	
529	ANASCA	LOPHOPHORATA	BRYOZOA		ANASCA						Frontal (ventral) wall is membranous, flexible. Lophophore is protruded by parietal muscles acting on the frontal membrane. Aetea, Callopora, Electra, Flustra, Membranipora, Tendra, Bugula, Scrupocellaria, Cupuladria, Discoporella, Thalamoporella, Cellaria.	
530	CRIBRIMORPHA	LOPHOPHORATA	BRYOZOA		CRIBRIMORPHA						Almost extinct. Frontal wall is a vault of fused over arching spines, which form a porous calcified plate over the flexible frontal membrane. Lophophore is protruded by parietal muscles acting on the frontal membrane. Sometimes included in Anasca or Ascophora. Cribrilina.	
531	ASCOPHORA	LOPHOPHORATA	BRYOZOA		ASCOPHORA						Frontal wall is calcified, underlaid by a flexible invaginated sac, the ascus. Lophophore protrusion is achieved through dilation of the ascus by parietal muscles. Microporella, Schizoporella, Smittina, Watersipora.	
532	ELEUTHEROZOA	ECHINODERMATA	ELEUTHEROZOA								Eleutherozoans are the sea stars, brittle stars, sea urchins, and sea cucumbers. These echinoderms are all motile and primitively oriented with their oral surface against the substratum. The sister taxon of Eleutherozoa is Crinoidea, the sessile sea lilies.	
533	ASTERIODEA	ECHINODERMATA	ELEUTHEROZOA		ASTERIODEA						The 1500 living species of asteroids are the sea stars, or starfishes. Their star-shaped, free-moving body consists of hollow arms, or rays, projecting from a central disc. Asteroids are common animals that crawl about over rocks and shells or live on sandy or muddy bottoms. They occur worldwide, largely in coastal waters, but the northeast Pacific Ocean, particularly from Puget Sound to the AJeutian Islands, has the greatest diversity of asteroids with over 70 species. Sea stars commonly are red, orange, blue, purple, or green or exhibit combinations of colors.	
