NUMBER	NAME	KINGDOM	PHYLUM	SUBPHYLUM	CLADE	SUBCLADE	ORDER	SUBORDER	FAMILY	LEVEL	LEGENDA
395	BARENTSIIDAE	BILATERIA	KAMPTOZOA	----------------------------	----------------------------	----------------------------	----------------------------	----------------------------	BARENTSIIDAE	FAMILY	Anal cone is lacking. Blood is circulated by contractile cells. Protonephridia have a common nephridiopore. Stalk is divided into segments. Proximal and distal segments are muscular, but intervening segments lack muscles. Ascopodaria, Barentsia, Urnatella.
396	CYCLIOPHORA	BILATERIA	CYCLIOPHORA	----------------------------	----------------------------	----------------------------	----------------------------	----------------------------	----------------------------	PHYLUM	Cycliophora, one of the most recently discovered major animal taxa, currently consists of a single described species, Symbion pandora, that is commensal with lobsters. Cycliophorans were first found in 1995 by P. Funch and R. M. Kristensen on the mouth parts of the lobster Nephrops norvegicus, collected in Denmark. Other species have been collected but have not yet been described. All are epizoic with crustaceans, including the American lobster, Homarus, and are tiny, compact (acoelomate), bilaterally symmetrical, microscopic protostomes with a superficial resemblance to rotifers.
397	PHORONIS	BILATERIA	PHORONIDA	----------------------------	----------------------------	----------------------------	----------------------------	----------------------------	PHORONIS	FAMILY	Phoronida consists of only two genera, Phoronis and Phoronopsis, and 14 species of wormlike, sessile, benthic animals found only in the sea. Externally they are bilaterally symmetrical, but internally they are asymmetrical with left-side dominance. Phoronids live in secreted chitinous tubes buried in sand or attached to rocks, shells, and other objects in shallow water. Some have bright green lophophores. A few species, such as the primitive Phoronis ovalis, bore into mollusc shells or calcareous rock. Phoronis vancouverensis along the Pacific coast of North America often forms masses of intertwined individuals. Phoronids are 2 to 20 cm in length but only 1 to 2 mm in diameter, making them exceedingly slender. Most are found in the relatively shallow water of the continental shelves. 
398	PHORONOPSIS	BILATERIA	PHORONIDA	----------------------------	----------------------------	----------------------------	----------------------------	----------------------------	PHORONOPSIS	FAMILY	Phoronida consists of only two genera, Phoronis and Phoronopsis, and 14 species of wormlike, sessile, benthic animals found only in the sea. Externally they are bilaterally symmetrical, but internally they are asymmetrical with left-side dominance. Phoronids live in secreted chitinous tubes buried in sand or attached to rocks, shells, and other objects in shallow water. Some have bright green lophophores. A few species, such as the primitive Phoronis ovalis, bore into mollusc shells or calcareous rock. Phoronis vancouverensis along the Pacific coast of North America often forms masses of intertwined individuals. Phoronids are 2 to 20 cm in length but only 1 to 2 mm in diameter, making them exceedingly slender. Most are found in the relatively shallow water of the continental shelves.
399	LINGULIDA	BILATERIA	BRACHIOPODA	----------------------------	INARTICULATA	----------------------------	LINGULIDA	----------------------------	----------------------------	ORDER	Burrow in soft sediments. Have hemerythrin as respiratory pigment. Most have a chitinophosphate shell; the periostracum has chitin. Anus is on the right. Lingula, Glottidia.
400	DISCINIDA	BILATERIA	BRACHIOPODA	----------------------------	INARTICULATA	----------------------------	DISCINIDA	----------------------------	----------------------------	ORDER	Attach to hard surfaces with a short pedicle. Discina, Discinisca. 
401	CRANIIDA	BILATERIA	BRACHIOPODA	----------------------------	INARTICULATA	----------------------------	CRANIIDA	----------------------------	----------------------------	ORDER	Pedicle is absent; ventral valve attaches directly to the hard substratum. Shell is calcareous; periostracum contains chitin. Anus is on posterior mid line. Crania,Neocrania. 
402	TEREBRATULIDA	BILATERIA	BRACHIOPODA	----------------------------	ARTICULATA	----------------------------	TEREBRATULIDA	----------------------------	----------------------------	ORDER	The most abundant Recent brachiopods. Brachidium is a complex loop. Argyrotheca, Calloria, Chlidonophora, Gryphus, Gwynia, Lacazella, Liothyrella, Megathyris, Neothyris, Pajaudina, Terebratalia, Terebratella, Terebratula, Terebratulina, Thecidellina.
403	RHYNCHONELLIDA	BILATERIA	BRACHIOPODA	----------------------------	ARTICULATA	----------------------------	RHYNCHONELLIDA	----------------------------	----------------------------	ORDER	Brachidia are simple, a strongly convex shell, and two pairs of metanephridia. Hemithyris, Notosaria.
404	PHYLACTOLAEMATA	BILATERIA	BRYOZOA	----------------------------	PHYLACTOLAEMATA	----------------------------	----------------------------	----------------------------	----------------------------	CLADE	Exclusively in fresh water. Widely distributed in lakes, reservoirs, and streams without excessive mud or silt. Many species (such as Fredericella sultana and Plumatella repens) are cosmopolitan. Zooids are cylindrical, the lophophore is horseshoe-shaped (except Fredericella). An epistome is present.
405	CLYCLOSTOMATA	BILATERIA	BRYOZOA	----------------------------	GYMNOLAEMATA	CLYCLOSTOMATA	----------------------------	----------------------------	----------------------------	CLADE	Entirely marine. Mesothelium separated from body wall to form a membranous coelomic sac. Large, spacious hemocoel is continuous with that of adjacent zooids. These are tubular zooids with calcified walls that are fused with those of adjacent zooids. Orifices are circular and terminal. Lophophore protrusion is dependent on muscular deformation of the membranous sac, not the body wall. Crisia, Lichenopora, Stomatopora, Tubulipora. 
406	STOLONIFERA	BILATERIA	BRYOZOA	----------------------------	GYMNOLAEMATA	EURYSTOMATA	CTENOTOMATA	STOLONIFERA	----------------------------	SUBORDER	Colonies consist of branching stolons with solitary or clustered vase-shaped zooids. Ancestrula develops stolons from which autozooids arise. Zooids bud from the stolon, not from each other. Amathia, Aeverrillia, Bowerbankia, Zoobotryon, Walkeria.
407	CARNOSA	BILATERIA	BRYOZOA	----------------------------	GYMNOLAEMATA	EURYSTOMATA	CTENOTOMATA	CARNOSA	----------------------------	SUBORDER	Ancestrula produces zooids, which then produce more zooids; zooids bud from other zooids, not from stolons. Zooids are flat, not circular, in cross section. Colonies may be compact or diffuse. Alcyonidium, Flustrellidra, Monobryozoon, Paludicella (freshwater).
408	ANASCA	BILATERIA	BRYOZOA	----------------------------	GYMNOLAEMATA	EURYSTOMATA	CHEILOSTOMATA	ANASCA	----------------------------	SUBORDER	Frontal (ventral) wall is membranous, flexible. Lophophore is protruded by parietal muscles acting on the frontal membrane. Aetea, Callopora, Electra, Flustra, Membranipora, Tendra, Bugula, Scrupocellaria, Cupuladria, Discoporella, Thalamoporella, Cellaria.
409	CRIBRIMORPHA	BILATERIA	BRYOZOA	----------------------------	GYMNOLAEMATA	EURYSTOMATA	CHEILOSTOMATA	CRIBRIMORPHA	----------------------------	SUBORDER	Almost extinct. Frontal wall is a vault of fused over arching spines, which form a porous calcified plate over the flexible frontal membrane. Lophophore is protruded by parietal muscles acting on the frontal membrane. Sometimes included in Anasca or Ascophora. Cribrilina.
410	ASCOPHORA	BILATERIA	BRYOZOA	----------------------------	GYMNOLAEMATA	EURYSTOMATA	CHEILOSTOMATA	ASCOPHORA	----------------------------	SUBORDER	Frontal wall is calcified, underlaid by a flexible invaginated sac, the ascus. Lophophore protrusion is achieved through dilation of the ascus by parietal muscles. Microporella, Schizoporella, Smittina, Watersipora.
411	EUROHNIONES	BILATERIA	CHAETOGNATHA	----------------------------	----------------------------	EUROHNIONES	----------------------------	----------------------------	----------------------------	SUBCLADE	
412	SPADELLIONES	BILATERIA	CHAETOGNATHA	----------------------------	----------------------------	SPADELLIONES	----------------------------	----------------------------	----------------------------	SUBCLADE	
413	SAGITTIONES	BILATERIA	CHAETOGNATHA	----------------------------	----------------------------	SAGITTIONES	----------------------------	----------------------------	----------------------------	SUBCLADE	
414	DEUTEROSTOMIA	BILATERIA	DEUTEROSTOMIA	----------------------------	----------------------------	----------------------------	----------------------------	----------------------------	----------------------------	PHYLUM	Deuterostomia, the sister taxon of Protostomia, includes the acorn worms and sea angels (Hemichordata), sea stars and their relatives (Echinodermata), as well as the sea squirts, lancelets, and vertebrates (Chordata). Lancelets and vertebrates are segmented animals but, in the deuterostome ground plan, the body is trimeric being divided into three distinct regions. These are an anterior preoral lobe, the protosome, a mouth bearing middle region, or mesosome, and a trunk, the metasome, which bears the gut and gonads. Each of these regions houses a pair of coeloms, the protocoels, mesocoels, and metacoels, respectively.
415	CHORDATA	BILATERIA	CHORDATA	----------------------------	----------------------------	----------------------------	----------------------------	----------------------------	----------------------------	PHYLUM	Chordata, with more than 50,000 species in all of Earth’s environments, is the largest and most successful taxon of deuterostomes. Most of this diversity and adaptive radiation resides with Vertebrata (fishes, amphibians, reptiles, birds, mammals), a major chordate taxon beyond the scope of this book. The subjects of this chapter are the two other chordate taxa, Cephalochordata (lancelets) and Tunicata (= Urochordata; sea squirts and relatives), both of which are invertebrates and entirely marine. These two taxa of invertebrate chordates account for approximately 2180 species. Although the vertebrates are omitted as a practical necessity, this chapter will highlight the chordate ground plan and its evolution in the invertebrate chordates. 
416	ENTEROPNEUSTA	BILATERIA	HEMICHORDATA	----------------------------	ENTEROPNEUSTA	----------------------------	----------------------------	----------------------------	----------------------------	CLADE	
417	PTEROBRANCHIA	BILATERIA	HEMICHORDATA	----------------------------	PTEROBRANCHIA	----------------------------	----------------------------	----------------------------	----------------------------	CLADE	
418	PAXILLOSIDA	BILATERIA	ECHINODERMATA	ELEUTHEROZOA	ASTERIODEA	----------------------------	PAXILLOSIDA	----------------------------	----------------------------	ORDER	Primitive asteroids that lack tube-foot suckers and anus, but have marginal plates and paxillae; have papulae on aboral surface. Intraoral feeders. On soft bottoms. Astropecten, Luidia, Platyasterias.
419	VALVATIDA	BILATERIA	ECHINODERMATA	ELEUTHEROZOA	ASTERIODEA	----------------------------	VALVATIDA	----------------------------	----------------------------	ORDER	Have suckered tube feet, few large marginal plates; some spp. have paxillae and sessile valvate (clam-like) pedicellariae. Often have rigid pentagonal bodies. Extraoral feeders. Acanthaster, Ctenodiscus, Culcita, Goniaster, Linckia, Oreaster, Porania, Xyloplax.
420	VELATIDA	BILATERIA	ECHINODERMATA	ELEUTHEROZOA	ASTERIODEA	----------------------------	VELATIDA	----------------------------	----------------------------	ORDER	Papulae are widely distributed on upper surface; have suckered tube feet and spiniform or sessile pedicellariae. Extraoral feeders. Crossaster, Pteraster, Solaster. 
421	SPINULOSIDA	BILATERIA	ECHINODERMATA	ELEUTHEROZOA	ASTERIODEA	----------------------------	SPINULOSIDA	----------------------------	----------------------------	ORDER	Have suckered tube feet; aboral surface bears short spines; marginal plates and pedicellariae are absent. Extraoral feeders. Asterina, Dermasterias, Echinaster, Henricia, Patiria.
422	FORCIPULATA	BILATERIA	ECHINODERMATA	ELEUTHEROZOA	ASTERIODEA	----------------------------	FORCIPULATA	----------------------------	----------------------------	ORDER	Have suckered tube feet, usually four rows per arm; stalked pedicellariae with two jaws. Extraoral feeders. Asterias, Heliaster, Leptasterias, Pisaster, Pycnopodia, Zoroaster.
